Date,Open,High,Low,Close,Volume,Adj Close
2007-03-14,88.6,90.0,87.92,90.0,199146500,12.23
2007-03-15,89.96,90.36,89.31,89.57,139874700,12.17
2007-03-16,89.54,89.99,89.32,89.59,142926000,12.17
2007-03-19,90.24,91.55,89.59,91.13,178240300,12.38
2007-03-20,91.35,91.84,91.06,91.48,122229100,12.43
2007-03-21,91.99,94.0,91.65,93.87,171724000,12.75
2007-03-22,93.73,94.36,93.0,93.96,140373100,12.77
2007-03-23,93.35,94.07,93.3,93.52,112721000,12.71
2007-03-26,93.99,95.9,93.3,95.85,216246800,13.02
2007-03-27,95.71,96.83,95.0,95.46,233013200,12.97
2007-03-28,94.88,95.4,93.15,93.24,235584300,12.67
2007-03-29,94.19,94.19,92.23,93.75,181430900,12.74
2007-03-30,94.28,94.68,92.75,92.91,150139500,12.62
2007-04-02,94.14,94.25,93.02,93.65,125498100,12.72
2007-04-03,94.14,95.23,93.76,94.5,145983600,12.84
2007-04-04,94.94,95.14,94.13,94.27,119196000,12.81
2007-04-05,94.12,94.68,93.52,94.68,88879000,12.86
2007-04-09,95.21,95.3,93.04,93.65,103335400,12.72
2007-04-10,93.67,94.26,93.41,94.25,88116700,12.81
2007-04-11,93.9,93.95,92.33,92.59,137254600,12.58
2007-04-12,92.04,92.31,90.72,92.19,164168900,12.53
2007-04-13,90.9,91.4,90.06,90.24,179985400,12.26
2007-04-16,90.57,91.5,90.25,91.43,152258400,12.42
2007-04-17,92.0,92.3,89.7,90.35,187980100,12.28
2007-04-18,90.16,90.85,89.6,90.4,116011000,12.28
2007-04-19,90.19,91.25,89.83,90.27,106478400,12.26
2007-04-20,90.89,91.18,90.55,90.97,130694900,12.36
2007-04-23,91.59,93.8,91.42,93.51,195072500,12.71
2007-04-24,93.96,96.39,91.3,93.24,263813200,12.67
2007-04-25,94.23,95.4,93.8,95.35,296786000,12.96
2007-04-26,101.58,102.5,98.3,98.84,434444500,13.43
2007-04-27,98.18,99.95,97.69,99.92,174850900,13.58
2007-04-30,100.09,101.0,99.67,99.8,154127400,13.56
2007-05-01,99.59,100.35,98.55,99.47,133130900,13.51
2007-05-02,99.65,100.54,99.47,100.39,126286300,13.64
2007-05-03,100.73,101.45,100.01,100.4,144019400,13.64
2007-05-04,100.8,101.6,100.5,100.81,95496800,13.7
2007-05-07,101.08,104.35,101.01,103.92,215389300,14.12
2007-05-08,103.47,105.15,103.42,105.06,195999300,14.27
2007-05-09,104.91,106.96,104.89,106.88,179439400,14.52
2007-05-10,106.63,108.84,105.92,107.34,299314400,14.58
2007-05-11,107.74,109.13,106.78,108.74,163424100,14.77
2007-05-14,109.62,110.0,108.25,109.36,162986600,14.86
2007-05-15,109.57,110.2,106.48,107.52,238628600,14.61
2007-05-16,108.53,108.83,103.42,107.34,281691900,14.58
2007-05-17,107.15,109.87,107.15,109.44,183822800,14.87
2007-05-18,110.23,110.64,109.77,110.02,155336300,14.95
2007-05-21,110.31,112.45,110.05,111.98,159973100,15.21
2007-05-22,112.49,113.75,112.01,113.54,143102400,15.43
2007-05-23,114.02,115.0,112.59,112.89,227843700,15.34
2007-05-24,112.81,114.46,110.37,110.69,221840500,15.04
2007-05-25,112.0,113.78,111.5,113.62,158239900,15.44
2007-05-29,114.45,114.86,112.69,114.35,161423500,15.54
2007-05-30,114.3,118.88,113.53,118.77,369611200,16.14
2007-05-31,120.07,122.17,119.54,121.19,324266600,16.47
2007-06-01,121.1,121.19,118.29,118.4,221315500,16.09
2007-06-04,118.63,121.73,117.9,121.33,221668300,16.49
2007-06-05,121.41,122.69,120.5,122.67,230196400,16.67
2007-06-06,122.3,124.05,121.95,123.64,278060300,16.8
2007-06-07,124.99,127.61,123.19,124.07,478769900,16.86
2007-06-08,125.82,125.83,122.29,124.49,310420600,16.91
2007-06-11,126.0,126.15,119.54,120.19,468564600,16.33
2007-06-12,119.35,121.71,118.31,120.38,356641600,16.36
2007-06-13,121.15,121.19,115.4,117.5,430338300,15.96
2007-06-14,117.2,119.45,116.42,118.75,243316500,16.13
2007-06-15,120.62,120.67,119.86,120.5,202804700,16.37
2007-06-18,123.28,125.18,122.54,125.09,227651200,17.0
2007-06-19,124.69,125.01,122.91,123.66,235756500,16.8
2007-06-20,123.87,124.66,121.5,121.55,224378000,16.51
2007-06-21,121.7,124.29,120.72,123.9,216761300,16.83
2007-06-22,123.85,124.45,122.38,123.0,157969000,16.71
2007-06-25,124.19,125.09,121.06,122.34,241350900,16.62
2007-06-26,123.98,124.0,118.72,119.65,336251300,16.26
2007-06-27,120.61,122.04,119.26,121.89,243674200,16.56
2007-06-28,122.36,122.49,120.0,120.56,209535900,16.38
2007-06-29,121.97,124.0,121.09,122.04,284460400,16.58
2007-07-02,121.05,122.09,119.3,121.26,248715600,16.48
2007-07-03,122.0,127.4,121.5,127.17,290620400,17.28
2007-07-05,128.8,132.97,128.69,132.75,363262900,18.04
2007-07-06,133.13,133.34,130.4,132.3,218673700,17.98
2007-07-09,132.38,132.9,129.18,130.33,248955000,17.71
2007-07-10,128.88,134.5,128.81,132.35,313751900,17.98
2007-07-11,132.07,133.7,131.31,132.39,205443000,17.99
2007-07-12,133.85,134.24,132.39,134.07,176152200,18.22
2007-07-13,135.03,137.85,134.52,137.73,226901500,18.71
2007-07-16,138.39,139.98,137.5,138.1,234028200,18.76
2007-07-17,138.3,139.6,137.5,138.91,177489900,18.87
2007-07-18,138.19,138.44,136.04,138.12,189214200,18.77
2007-07-19,140.3,140.81,139.65,140.0,183222900,19.02
2007-07-20,141.65,144.18,140.0,143.75,291943400,19.53
2007-07-23,143.31,145.22,140.93,143.7,259122500,19.52
2007-07-24,138.88,141.0,134.15,134.89,448823200,18.33
2007-07-25,137.35,138.36,135.0,137.26,374045700,18.65
2007-07-26,145.91,148.5,136.96,146.0,546657300,19.84
2007-07-27,146.19,148.92,143.78,143.85,290274600,19.54
2007-07-30,144.33,145.45,139.57,141.43,276747100,19.22
2007-07-31,142.97,143.48,131.52,131.76,440598200,17.9
2007-08-01,133.64,135.38,127.77,135.0,437539200,18.34
2007-08-02,136.65,136.96,134.15,136.49,213161200,18.54
2007-08-03,135.26,135.95,131.5,131.85,169796900,17.91
2007-08-06,132.9,135.27,128.3,135.25,231292600,18.38
2007-08-07,134.94,137.24,132.63,135.03,237484100,18.35
2007-08-08,136.76,136.86,132.0,134.01,202024200,18.21
2007-08-09,131.11,133.0,125.09,126.39,281348900,17.17
2007-08-10,123.12,127.75,120.3,125.0,352687300,16.98
2007-08-13,128.32,129.35,126.5,127.79,188227900,17.36
2007-08-14,128.29,128.3,123.71,124.03,184751700,16.85
2007-08-15,122.74,124.86,119.65,119.9,248213000,16.29
2007-08-16,117.01,118.5,111.62,117.05,466672500,15.9
2007-08-17,122.01,123.5,119.82,122.06,298765600,16.58
2007-08-20,123.96,124.5,120.5,122.22,200829300,16.61
2007-08-21,122.21,128.96,121.0,127.57,325761800,17.33
2007-08-22,131.22,132.75,130.33,132.51,265441400,18.0
2007-08-23,133.09,133.34,129.76,131.07,216709500,17.81
2007-08-24,130.53,135.37,129.81,135.3,227958500,18.38
2007-08-27,133.39,134.66,132.1,132.25,176859900,17.97
2007-08-28,130.99,132.41,126.63,126.82,294841400,17.23
2007-08-29,129.88,134.18,129.54,134.08,291715200,18.22
2007-08-30,132.67,138.25,132.3,136.25,358895600,18.51
2007-08-31,139.49,139.65,137.41,138.48,219221800,18.82
2007-09-04,139.94,145.73,139.84,144.16,329210700,19.59
2007-09-05,144.97,145.84,136.1,136.76,582055600,18.58
2007-09-06,135.56,137.57,132.71,135.01,475315400,18.34
2007-09-07,132.01,132.3,130.0,131.77,357644000,17.9
2007-09-10,136.99,138.04,133.95,136.71,371959700,18.57
2007-09-11,137.9,138.3,133.75,135.49,242971400,18.41
2007-09-12,135.99,139.4,135.75,136.85,255692500,18.59
2007-09-13,138.83,139.0,136.65,137.2,164040800,18.64
2007-09-14,136.57,138.98,136.2,138.81,151830000,18.86
2007-09-17,138.99,140.59,137.6,138.41,198342900,18.81
2007-09-18,139.06,142.85,137.83,140.92,266022400,19.15
2007-09-19,143.02,143.16,139.4,140.77,256720100,19.13
2007-09-20,140.15,141.79,139.32,140.31,172960200,19.06
2007-09-21,141.14,144.65,140.31,144.15,284720100,19.59
2007-09-24,146.73,149.85,146.65,148.28,263040400,20.15
2007-09-25,146.84,153.22,146.82,153.18,298137700,20.81
2007-09-26,154.47,155.0,151.25,152.77,243817000,20.76
2007-09-27,153.77,154.52,152.32,154.5,164549700,20.99
2007-09-28,153.44,154.6,152.75,153.47,153775300,20.85
2007-10-01,154.63,157.41,152.93,156.34,209267100,21.24
2007-10-02,156.55,158.59,155.89,158.45,198017400,21.53
2007-10-03,157.78,159.18,157.01,157.92,173129600,21.46
2007-10-04,158.0,158.08,153.5,156.24,164239600,21.23
2007-10-05,158.37,161.58,157.7,161.45,235867800,21.94
2007-10-08,163.49,167.91,162.97,167.91,208982200,22.81
2007-10-09,170.2,171.11,166.68,167.86,276071600,22.81
2007-10-10,167.55,167.88,165.6,166.79,166897500,22.66
2007-10-11,169.49,171.88,153.21,162.23,410998000,22.04
2007-10-12,163.01,167.28,161.8,167.25,247044000,22.72
2007-10-15,167.98,169.57,163.5,166.98,269482500,22.69
2007-10-16,165.54,170.18,165.15,169.58,266957600,23.04
2007-10-17,172.69,173.04,169.18,172.75,281903300,23.47
2007-10-18,171.5,174.19,171.05,173.5,205919000,23.57
2007-10-19,174.24,174.63,170.0,170.42,322945000,23.15
2007-10-22,170.35,174.9,169.96,174.36,412374900,23.69
2007-10-23,188.56,188.6,182.76,186.16,448791000,25.29
2007-10-24,185.81,187.21,179.24,185.93,322120400,25.26
2007-10-25,184.87,185.9,181.66,182.78,243400500,24.83
2007-10-26,185.29,185.37,182.88,184.7,176719200,25.1
2007-10-29,185.45,186.59,184.7,185.09,135138500,25.15
2007-10-30,186.18,189.37,184.73,187.0,234853500,25.41
2007-10-31,187.63,190.12,184.95,189.95,208327700,25.81
2007-11-01,188.6,190.1,180.0,187.44,201259100,25.47
2007-11-02,189.21,189.44,183.49,187.87,250528600,25.53
2007-11-05,185.29,188.96,184.24,186.18,201044200,25.3
2007-11-06,187.05,192.0,185.27,191.79,238681800,26.06
2007-11-07,190.61,192.68,186.13,186.3,248581900,25.31
2007-11-08,186.67,186.9,167.77,175.47,472594500,23.84
2007-11-09,171.15,175.12,165.21,165.37,381595200,22.47
2007-11-12,165.28,167.7,150.63,153.76,442266300,20.89
2007-11-13,160.85,170.98,153.76,169.96,434861700,23.09
2007-11-14,177.16,177.57,163.74,166.11,362292000,22.57
2007-11-15,166.39,169.59,160.3,164.3,371852600,22.32
2007-11-16,165.3,167.02,159.33,166.39,345873500,22.61
2007-11-19,166.1,168.2,162.1,163.95,288607200,22.28
2007-11-20,165.67,171.79,163.53,168.85,385910700,22.94
2007-11-21,165.84,172.35,164.67,168.46,304452400,22.89
2007-11-23,172.0,172.05,169.75,171.54,116439400,23.31
2007-11-26,173.59,177.27,172.35,172.54,326438700,23.44
2007-11-27,175.22,175.79,170.01,174.81,329257600,23.75
2007-11-28,176.82,180.6,175.35,180.22,287728000,24.49
2007-11-29,179.43,185.17,179.15,184.29,262731700,25.04
2007-11-30,187.34,187.7,179.7,182.22,296950500,24.76
2007-12-03,181.86,184.14,177.7,178.86,240367400,24.3
2007-12-04,177.15,180.9,176.99,179.81,193449900,24.43
2007-12-05,182.89,186.0,182.41,185.5,223100500,25.2
2007-12-06,186.19,190.1,186.12,189.95,224952700,25.81
2007-12-07,190.54,194.99,188.04,194.3,266516600,26.4
2007-12-10,193.59,195.66,192.69,194.21,180594400,26.39
2007-12-11,194.75,196.83,187.39,188.54,277731300,25.62
2007-12-12,193.44,194.48,185.76,190.86,306415200,25.93
2007-12-13,190.19,192.12,187.82,191.83,216154400,26.06
2007-12-14,190.37,193.2,189.54,190.39,168578200,25.87
2007-12-17,190.72,192.65,182.98,184.4,256173400,25.05
2007-12-18,186.52,187.33,178.6,182.98,305650800,24.86
2007-12-19,182.98,184.64,180.9,183.12,206869600,24.88
2007-12-20,185.43,187.83,183.33,187.21,193514300,25.44
2007-12-21,190.12,193.91,189.89,193.91,248490200,26.35
2007-12-24,195.03,199.33,194.79,198.8,120050700,27.01
2007-12-26,199.01,200.96,196.82,198.95,175933100,27.03
2007-12-27,198.95,202.96,197.8,198.57,198881900,26.98
2007-12-28,200.59,201.56,196.88,199.83,174911800,27.15
2007-12-31,199.5,200.5,197.75,198.08,134833300,26.91
2008-01-02,199.27,200.26,192.55,194.84,269794700,26.47
2008-01-03,195.41,197.39,192.69,194.93,210516600,26.49
2008-01-04,191.45,193.0,178.89,180.05,363958000,24.46
2008-01-07,181.25,183.6,170.23,177.64,518048300,24.14
2008-01-08,180.14,182.46,170.8,171.25,380954000,23.27
2008-01-09,171.3,179.5,168.3,179.4,453470500,24.37
2008-01-10,177.58,181.0,175.41,178.02,370743800,24.19
2008-01-11,176.0,177.85,170.0,172.69,308071400,23.46
2008-01-14,177.52,179.42,175.17,178.78,275112600,24.29
2008-01-15,177.72,179.22,164.66,169.04,585819500,22.97
2008-01-16,165.23,169.01,156.7,159.64,553461300,21.69
2008-01-17,161.51,165.36,158.42,160.89,439464900,21.86
2008-01-18,161.71,165.75,159.61,161.36,431085900,21.92
2008-01-22,148.06,159.98,146.0,155.64,608688500,21.15
2008-01-23,136.19,140.0,126.14,139.07,843242400,18.9
2008-01-24,139.99,140.7,132.01,135.6,501466700,18.42
2008-01-25,138.99,139.09,129.61,130.01,388684800,17.66
2008-01-28,128.16,133.2,126.45,130.01,368711000,17.66
2008-01-29,131.15,132.79,129.05,131.54,274995700,17.87
2008-01-30,131.37,135.45,130.0,132.18,310762900,17.96
2008-01-31,129.45,136.65,129.4,135.36,336418600,18.39
2008-02-01,136.24,136.59,132.18,133.75,252686000,18.17
2008-02-04,134.21,135.9,131.42,131.65,224808500,17.89
2008-02-05,130.43,134.0,128.9,129.36,285260500,17.58
2008-02-06,130.83,131.92,121.77,122.0,393318100,16.58
2008-02-07,119.97,124.78,117.27,121.24,520832900,16.47
2008-02-08,122.08,125.7,121.6,125.48,338993200,17.05
2008-02-11,128.01,129.98,127.2,129.45,300358100,17.59
2008-02-12,130.7,131.0,123.62,124.86,306495000,16.96
2008-02-13,126.68,129.78,125.63,129.4,242133500,17.58
2008-02-14,129.4,130.8,127.01,127.46,238524300,17.32
2008-02-15,126.27,127.08,124.06,124.63,225325100,16.93
2008-02-19,125.99,126.75,121.44,122.18,251261500,16.6
2008-02-20,122.2,124.6,121.68,123.82,241859800,16.82
2008-02-21,126.05,126.47,120.86,121.54,234528700,16.51
2008-02-22,122.48,122.51,115.87,119.46,382469500,16.23
2008-02-25,118.59,120.17,116.66,119.74,314193600,16.27
2008-02-26,117.64,121.09,115.44,119.15,376222000,16.19
2008-02-27,118.23,123.05,118.09,122.96,368784500,16.71
2008-02-28,127.2,132.2,125.77,129.91,404563600,17.65
2008-02-29,129.29,130.21,124.8,125.02,313870200,16.99
2008-03-03,124.44,125.98,118.0,121.73,398260800,16.54
2008-03-04,121.99,124.88,120.4,124.62,446345900,16.93
2008-03-05,123.58,125.14,122.25,124.49,305459000,16.91
2008-03-06,124.61,127.5,120.81,120.93,368424700,16.43
2008-03-07,120.41,122.98,119.05,122.25,307615700,16.61
2008-03-10,121.98,123.46,119.37,119.69,249897200,16.26
2008-03-11,124.1,127.48,122.0,127.35,290985800,17.3
2008-03-12,127.04,128.68,125.17,126.03,264907300,17.12
2008-03-13,124.1,129.5,123.0,127.94,315525700,17.38
2008-03-14,129.88,130.3,124.2,126.61,289160200,17.2
2008-03-17,122.55,128.59,122.55,126.73,268149700,17.22
2008-03-18,129.18,133.0,128.67,132.82,301280000,18.05
2008-03-19,133.12,134.29,129.67,129.67,252634200,17.62
2008-03-20,131.12,133.29,129.18,133.27,227196900,18.11
2008-03-24,134.01,140.85,133.64,139.53,266730100,18.96
2008-03-25,139.96,143.1,137.33,140.98,263097800,19.15
2008-03-26,140.87,145.74,140.64,145.06,295521100,19.71
2008-03-27,144.95,145.31,139.99,140.25,249957400,19.06
2008-03-28,141.8,144.65,141.6,143.01,178652600,19.43
2008-03-31,143.27,145.71,142.52,143.5,192016300,19.5
2008-04-01,146.3,149.66,143.61,149.53,258141800,20.32
2008-04-02,148.78,151.2,145.85,147.49,261242100,20.04
2008-04-03,147.06,153.63,147.0,151.61,262892000,20.6
2008-04-04,152.19,154.71,150.75,153.08,213604300,20.8
2008-04-07,156.13,159.69,155.11,155.89,289581600,21.18
2008-04-08,153.55,156.45,152.32,152.84,253573600,20.77
2008-04-09,153.31,153.89,150.46,151.44,218349600,20.58
2008-04-10,151.13,155.42,150.6,154.55,238940800,21.0
2008-04-11,152.72,153.3,146.4,147.14,302519000,19.99
2008-04-14,146.77,149.25,144.54,147.78,211271900,20.08
2008-04-15,149.4,149.72,145.72,148.38,174509300,20.16
2008-04-16,151.72,154.1,150.62,153.7,198943500,20.88
2008-04-17,154.17,156.0,153.35,154.49,176066800,20.99
2008-04-18,159.12,162.26,158.38,161.04,256691400,21.88
2008-04-21,162.21,168.5,161.76,168.16,259788200,22.85
2008-04-22,167.4,168.0,158.09,160.2,359893100,21.77
2008-04-23,164.05,164.84,161.08,162.89,376047700,22.13
2008-04-24,165.34,169.98,159.19,168.94,424016600,22.95
2008-04-25,170.7,171.1,166.42,169.73,248118500,23.06
2008-04-28,169.75,173.75,169.13,172.24,196803600,23.4
2008-04-29,171.11,175.66,170.25,175.05,230869100,23.78
2008-04-30,176.19,180.0,172.92,173.95,284881100,23.63
2008-05-01,174.96,180.0,174.86,180.0,225894200,24.46
2008-05-02,180.19,181.92,178.55,180.94,251520500,24.58
2008-05-05,181.92,185.31,181.05,184.73,213639300,25.1
2008-05-06,184.66,187.12,182.18,186.66,229717600,25.36
2008-05-07,186.05,188.2,180.54,182.59,289283400,24.81
2008-05-08,183.77,186.5,183.07,185.06,224771400,25.14
2008-05-09,183.16,184.25,181.37,183.45,168268100,24.93
2008-05-12,185.21,188.87,182.85,188.16,204640800,25.57
2008-05-13,188.61,191.45,187.86,189.96,205809100,25.81
2008-05-14,191.23,192.24,185.57,186.26,229205900,25.31
2008-05-15,186.81,189.9,184.2,189.73,218302000,25.78
2008-05-16,190.11,190.3,187.0,187.62,191442300,25.49
2008-05-19,187.86,188.69,181.3,183.6,236455100,24.95
2008-05-20,181.82,186.16,180.12,185.9,242462500,25.26
2008-05-21,185.67,187.95,176.25,178.19,289414300,24.21
2008-05-22,179.26,181.33,172.0,177.05,301683900,24.06
2008-05-23,180.77,181.99,177.8,181.17,226729300,24.62
2008-05-27,182.75,186.43,181.84,186.43,197476300,25.33
2008-05-28,187.41,187.95,183.72,187.01,185994900,25.41
2008-05-29,186.76,188.2,185.5,186.69,161796600,25.37
2008-05-30,187.45,189.54,187.38,188.75,152546100,25.65
2008-06-02,188.6,189.65,184.53,186.1,169960000,25.29
2008-06-03,186.86,188.2,182.34,185.37,187630100,25.19
2008-06-04,184.02,187.09,183.23,185.19,181745900,25.16
2008-06-05,186.34,189.84,185.7,189.43,188861400,25.74
2008-06-06,188.0,189.95,185.55,185.64,241605700,25.22
2008-06-09,184.79,184.94,175.75,181.61,472098200,24.68
2008-06-10,180.51,186.78,179.02,185.64,285235300,25.22
2008-06-11,184.34,186.0,179.59,180.81,240387700,24.57
2008-06-12,181.49,182.6,171.2,173.26,327083400,23.54
2008-06-13,171.64,174.16,165.31,172.37,336489300,23.42
2008-06-16,171.3,177.9,169.07,176.84,262932600,24.03
2008-06-17,178.1,181.99,177.41,181.43,224914200,24.65
2008-06-18,181.12,182.2,177.35,178.75,202867000,24.29
2008-06-19,178.55,182.34,176.8,180.9,197987300,24.58
2008-06-20,179.35,181.0,175.0,175.27,222091800,23.81
2008-06-23,174.74,175.88,171.56,173.16,161445200,23.53
2008-06-24,172.37,175.78,171.63,173.25,155486800,23.54
2008-06-25,174.61,178.83,173.88,177.39,161112700,24.1
2008-06-26,174.07,174.84,168.01,168.26,217402500,22.86
2008-06-27,166.51,170.57,164.15,170.09,260562400,23.11
2008-06-30,170.19,172.0,166.62,167.44,171049200,22.75
2008-07-01,164.23,174.72,164.0,174.68,277820200,23.73
2008-07-02,175.2,177.45,168.18,168.18,209379800,22.85
2008-07-03,169.59,172.17,165.75,170.12,130840500,23.11
2008-07-07,173.16,177.13,171.9,175.16,205097900,23.8
2008-07-08,175.4,179.7,172.74,179.55,222087600,24.4
2008-07-09,180.2,180.91,174.14,174.25,223944000,23.68
2008-07-10,174.92,177.34,171.37,176.63,210172200,24.0
2008-07-11,175.47,177.11,171.0,172.58,232502900,23.45
2008-07-14,179.24,179.3,173.08,173.88,221513600,23.62
2008-07-15,172.48,173.74,166.39,169.64,260010800,23.05
2008-07-16,170.2,172.93,168.6,172.81,186947600,23.48
2008-07-17,174.1,174.98,171.39,171.81,189381500,23.34
2008-07-18,168.52,169.65,165.0,165.15,217103600,22.44
2008-07-21,166.9,167.5,161.12,166.29,340117400,22.59
2008-07-22,149.0,162.76,146.53,162.02,469898100,22.01
2008-07-23,164.99,168.37,161.56,166.26,265442100,22.59
2008-07-24,164.32,165.26,158.45,159.03,209904800,21.61
2008-07-25,160.4,163.0,158.65,162.12,158409300,22.03
2008-07-28,162.34,162.47,154.02,154.4,195178200,20.98
2008-07-29,155.41,159.45,153.65,157.08,171017700,21.34
2008-07-30,157.78,160.49,156.08,159.88,181295800,21.72
2008-07-31,157.54,162.2,156.98,158.95,159374600,21.6
2008-08-01,159.9,159.99,155.75,156.66,136159800,21.29
2008-08-04,156.6,157.9,152.91,153.23,148131900,20.82
2008-08-05,155.42,160.8,154.82,160.64,172092900,21.83
2008-08-06,159.97,167.4,158.0,164.19,197852200,22.31
2008-08-07,162.71,166.15,161.5,163.57,168093100,22.22
2008-08-08,163.86,169.65,163.75,169.55,178499300,23.04
2008-08-11,170.07,176.5,169.67,173.56,222826100,23.58
2008-08-12,173.52,179.29,173.51,176.73,209069700,24.01
2008-08-13,177.98,180.0,175.9,179.3,210586600,24.36
2008-08-14,178.33,180.45,177.84,179.32,177825200,24.36
2008-08-15,179.04,179.75,175.05,175.74,177062900,23.88
2008-08-18,175.57,177.81,173.82,175.39,138003600,23.83
2008-08-19,174.54,177.07,171.81,173.53,154051100,23.58
2008-08-20,174.77,176.94,173.61,175.84,126737800,23.89
2008-08-21,174.47,175.45,171.89,174.29,134936200,23.68
2008-08-22,175.82,177.5,175.57,176.79,109902800,24.02
2008-08-25,176.15,176.23,171.66,172.55,121106300,23.44
2008-08-26,172.76,174.88,172.61,173.64,111387500,23.59
2008-08-27,173.31,175.76,172.19,174.67,119445200,23.73
2008-08-28,175.28,176.25,172.75,173.74,107846200,23.61
2008-08-29,172.96,173.5,169.04,169.53,149822400,23.03
2008-09-02,172.4,173.5,165.0,166.19,195190800,22.58
2008-09-03,166.84,168.68,164.0,166.96,183708700,22.68
2008-09-04,165.86,167.91,160.81,161.22,185846500,21.9
2008-09-05,158.59,162.4,157.65,160.18,196721000,21.76
2008-09-08,164.57,164.89,151.46,157.92,261494800,21.46
2008-09-09,156.86,159.96,149.79,151.68,311256400,20.61
2008-09-10,152.32,154.99,148.8,151.61,243285700,20.6
2008-09-11,148.18,152.99,146.0,152.65,242783800,20.74
2008-09-12,150.91,150.91,146.5,148.94,198256800,20.24
2008-09-15,142.03,147.69,140.36,140.36,230158600,19.07
2008-09-16,133.86,142.5,132.15,139.88,299959100,19.01
2008-09-17,138.49,138.51,127.83,127.83,300113800,17.37
2008-09-18,130.57,135.43,120.68,134.09,419063400,18.22
2008-09-19,142.6,144.2,136.31,140.91,357718900,19.15
2008-09-22,139.94,140.25,130.66,131.05,214178300,17.81
2008-09-23,131.85,135.8,126.66,126.84,320091100,17.23
2008-09-24,127.27,130.95,125.15,128.71,261753800,17.49
2008-09-25,129.8,134.79,128.52,131.93,251511400,17.93
2008-09-26,124.91,129.8,123.0,128.24,281612800,17.42
2008-09-29,119.62,119.68,100.59,105.26,655514300,14.3
2008-09-30,108.25,115.0,106.3,113.66,406670600,15.44
2008-10-01,111.92,112.36,107.39,109.12,324121000,14.83
2008-10-02,108.01,108.79,100.0,100.1,402341100,13.6
2008-10-03,104.0,106.5,94.65,97.07,573599600,13.19
2008-10-06,91.96,98.78,87.54,98.14,526854300,13.33
2008-10-07,100.48,101.5,88.95,89.16,469693000,12.11
2008-10-08,85.91,96.33,85.68,89.79,551935300,12.2
2008-10-09,93.35,95.8,86.6,88.74,404345900,12.06
2008-10-10,85.7,100.0,85.0,96.8,554824900,13.15
2008-10-13,104.55,110.53,101.02,110.26,384769000,14.98
2008-10-14,116.26,116.4,103.14,104.08,495248600,14.14
2008-10-15,103.84,107.0,97.89,97.95,396043900,13.31
2008-10-16,99.77,103.43,91.74,101.89,495130300,13.84
2008-10-17,99.6,102.04,85.89,97.4,440556900,13.23
2008-10-20,99.78,100.03,93.64,98.44,387292500,13.37
2008-10-21,96.95,97.9,91.16,91.49,548415000,12.43
2008-10-22,97.37,101.25,92.93,96.87,562202200,13.16
2008-10-23,96.51,99.25,91.9,98.23,418857600,13.35
2008-10-24,90.33,97.9,90.11,96.38,397514600,13.1
2008-10-27,95.07,97.63,91.86,92.09,302192800,12.51
2008-10-28,95.43,100.5,92.37,99.91,408533300,13.57
2008-10-29,100.86,109.54,99.94,104.55,487744600,14.21
2008-10-30,108.23,112.19,107.61,111.04,409522400,15.09
2008-10-31,107.4,110.78,105.14,107.59,414939000,14.62
2008-11-03,105.93,109.1,104.86,106.96,264484500,14.53
2008-11-04,109.99,111.79,106.67,110.99,349670300,15.08
2008-11-05,108.91,109.72,102.99,103.3,314113800,14.04
2008-11-06,101.05,102.78,98.0,99.1,329768600,13.46
2008-11-07,99.24,99.85,95.72,98.24,273813400,13.35
2008-11-10,100.17,100.4,94.5,95.88,280955500,13.03
2008-11-11,94.81,97.17,92.26,94.77,306134500,12.88
2008-11-12,92.43,93.24,90.01,90.12,294744100,12.24
2008-11-13,89.87,96.44,86.02,96.44,463521800,13.1
2008-11-14,93.76,93.99,90.0,90.24,351316700,12.26
2008-11-17,88.48,90.55,87.26,88.14,290631600,11.98
2008-11-18,89.64,90.99,86.86,89.91,302423800,12.22
2008-11-19,89.44,91.58,86.21,86.29,292975200,11.72
2008-11-20,85.24,86.45,80.0,80.49,429203600,10.94
2008-11-21,81.93,84.12,79.14,82.58,392317800,11.22
2008-11-24,85.21,94.79,84.84,92.95,360564400,12.63
2008-11-25,94.63,94.71,88.16,90.8,308823200,12.34
2008-11-26,89.92,95.25,89.85,95.0,224959000,12.91
2008-11-28,94.7,94.76,91.86,92.67,74443600,12.59
2008-12-01,91.3,92.27,88.92,88.93,230941900,12.08
2008-12-02,90.03,92.65,86.5,92.47,287180600,12.56
2008-12-03,89.4,96.23,88.8,95.9,334670000,13.03
2008-12-04,94.43,95.21,89.06,91.41,272842500,12.42
2008-12-05,90.35,94.49,88.86,94.0,260948800,12.77
2008-12-08,97.28,100.8,95.8,99.72,296285500,13.55
2008-12-09,98.04,103.6,97.21,100.06,300874000,13.6
2008-12-10,97.87,99.49,96.5,98.21,234511900,13.34
2008-12-11,97.35,101.24,94.83,95.0,260154300,12.91
2008-12-12,92.8,99.0,92.53,98.27,260293600,13.35
2008-12-15,95.99,96.21,93.0,94.75,222939500,12.87
2008-12-16,93.98,96.48,92.75,95.43,273376600,12.97
2008-12-17,91.03,91.1,88.02,89.16,323465100,12.11
2008-12-18,89.31,90.83,88.44,89.43,214354000,12.15
2008-12-19,89.94,90.94,88.8,90.0,200480000,12.23
2008-12-22,90.02,90.03,84.69,85.74,211185100,11.65
